time (hr),      0.00,      0.28,      0.55,      1.00,      1.25,      1.50,      1.90,      2.25,      2.60,      3.40,      3.70,      4.10,      4.40,      4.75,      5.10,      5.60,      6.00,      6.50,      6.90
     0.000,     0.101,     0.101,     0.103,     0.099,     0.099,     0.099,     0.099,     0.100,     0.100,     0.101,     0.101,     0.100,     0.099,     0.101,     0.100,     0.100,     0.099,     0.101,     0.101
     0.250,     0.308,     0.207,     0.151,     0.130,     0.115,     0.117,     0.115,     0.117,     0.128,     0.166,     0.203,     0.233,     0.236,     0.218,     0.176,     0.137,     0.119,     0.107,     0.104
     0.500,     0.433,     0.292,     0.197,     0.158,     0.132,     0.129,     0.130,     0.137,     0.153,     0.216,     0.266,     0.298,     0.301,     0.283,     0.231,     0.172,     0.138,     0.113,     0.106
     0.750,     0.506,     0.358,     0.241,     0.184,     0.146,     0.145,     0.144,     0.153,     0.176,     0.254,     0.304,     0.329,     0.333,     0.321,     0.272,     0.200,     0.156,     0.119,     0.107
     1.000,     0.545,     0.412,     0.277,     0.210,     0.161,     0.158,     0.156,     0.168,     0.199,     0.283,     0.328,     0.347,     0.350,     0.340,     0.300,     0.223,     0.170,     0.124,     0.110
     1.250,     0.570,     0.455,     0.310,     0.233,     0.175,     0.172,     0.170,     0.184,     0.215,     0.305,     0.341,     0.355,     0.358,     0.352,     0.318,     0.246,     0.188,     0.131,     0.114
     1.500,     0.582,     0.488,     0.342,     0.255,     0.188,     0.183,     0.181,     0.198,     0.231,     0.321,     0.350,     0.359,     0.359,     0.359,     0.333,     0.263,     0.203,     0.138,     0.115
     1.750,     0.590,     0.513,     0.371,     0.276,     0.200,     0.196,     0.194,     0.208,     0.247,     0.331,     0.357,     0.362,     0.365,     0.363,     0.344,     0.279,     0.217,     0.144,     0.119
     2.000,     0.595,     0.535,     0.392,     0.295,     0.214,     0.205,     0.203,     0.220,     0.259,     0.343,     0.359,     0.364,     0.366,     0.366,     0.351,     0.295,     0.230,     0.151,     0.125
     2.250,     0.597,     0.549,     0.418,     0.312,     0.227,     0.218,     0.214,     0.231,     0.271,     0.348,     0.362,     0.365,     0.367,     0.369,     0.357,     0.307,     0.243,     0.156,     0.127
     2.500,     0.596,     0.559,     0.435,     0.327,     0.238,     0.228,     0.223,     0.243,     0.281,     0.353,     0.363,     0.366,     0.369,     0.370,     0.362,     0.318,     0.254,     0.165,     0.132
     2.750,     0.601,     0.567,     0.452,     0.345,     0.249,     0.238,     0.233,     0.252,     0.292,     0.356,     0.365,     0.365,     0.369,     0.373,     0.365,     0.328,     0.268,     0.172,     0.134
     3.000,     0.599,     0.576,     0.471,     0.358,     0.258,     0.247,     0.241,     0.260,     0.300,     0.359,     0.366,     0.366,     0.371,     0.373,     0.366,     0.336,     0.279,     0.178,     0.139
     3.250,     0.599,     0.583,     0.482,     0.374,     0.269,     0.257,     0.248,     0.267,     0.307,     0.364,     0.367,     0.367,     0.371,     0.374,     0.370,     0.345,     0.290,     0.186,     0.143
     3.500,     0.600,     0.586,     0.496,     0.384,     0.282,     0.264,     0.258,     0.276,     0.315,     0.368,     0.369,     0.368,     0.370,     0.378,     0.373,     0.351,     0.299,     0.192,     0.145
     3.750,     0.600,     0.587,     0.506,     0.397,     0.290,     0.274,     0.265,     0.282,     0.323,     0.367,     0.371,     0.369,     0.374,     0.378,     0.374,     0.356,     0.310,     0.199,     0.150
     4.000,     0.600,     0.592,     0.518,     0.411,     0.300,     0.281,     0.273,     0.291,     0.327,     0.368,     0.371,     0.370,     0.372,     0.378,     0.377,     0.362,     0.319,     0.204,     0.154
     4.250,     0.601,     0.594,     0.527,     0.420,     0.311,     0.290,     0.278,     0.298,     0.334,     0.369,     0.372,     0.372,     0.374,     0.380,     0.378,     0.367,     0.328,     0.213,     0.156
     4.500,     0.601,     0.595,     0.535,     0.428,     0.319,     0.297,     0.286,     0.302,     0.339,     0.369,     0.371,     0.373,     0.373,     0.381,     0.377,     0.373,     0.337,     0.219,     0.160
     4.750,     0.601,     0.596,     0.543,     0.439,     0.328,     0.304,     0.293,     0.307,     0.342,     0.372,     0.373,     0.371,     0.374,     0.382,     0.381,     0.376,     0.345,     0.227,     0.163
     5.000,     0.601,     0.597,     0.548,     0.447,     0.337,     0.311,     0.296,     0.314,     0.345,     0.373,     0.375,     0.374,     0.376,     0.383,     0.381,     0.379,     0.353,     0.233,     0.170
     5.250,     0.600,     0.596,     0.553,     0.456,     0.344,     0.318,     0.302,     0.319,     0.350,     0.372,     0.375,     0.374,     0.376,     0.384,     0.382,     0.385,     0.361,     0.239,     0.170
     5.500,     0.601,     0.599,     0.558,     0.465,     0.354,     0.323,     0.310,     0.325,     0.354,     0.374,     0.378,     0.377,     0.378,     0.384,     0.384,     0.387,     0.367,     0.248,     0.175
